,cluster
179366,4
207189,3
141918,6
53058,3
71553,8
286884,7
131009,5
111146,1
2882,1
22348,1
237093,4
207055,3
141480,0
185814,4
197875,3
13820,5
187289,6
83285,0
163236,7
79751,5
195404,5
48535,2
157649,0
214932,4
104600,1
189491,1
124863,7
225682,8
41233,4
299094,2
104241,1
89777,7
85804,8
129795,1
102812,3
112836,2
80246,5
23956,5
278412,5
105898,5
14273,5
154233,1
144357,1
230587,8
17847,4
280490,3
276714,4
70715,3
24341,2
137800,1
65467,5
32990,7
287517,6
195328,5
214871,4
236556,7
5002,2
31512,5
63386,1
124902,7
130633,5
23177,5
73682,2
41866,0
37294,1
86080,8
75295,4
272551,6
74617,7
160203,1
299479,4
87365,1
125913,0
219334,3
3913,5
218488,0
173929,2
47217,5
203699,1
29798,8
128988,8
61008,6
149459,1
107029,7
209649,2
291373,1
166061,8
194489,8
124582,7
36991,1
248808,3
188643,8
208380,1
287283,0
91240,4
238144,3
174629,4
89666,2
90192,7
141500,0
295677,6
176235,6
175065,4
269324,7
236739,7
55454,1
204317,5
30258,1
175853,6
184501,7
299490,4
279126,7
240405,4
76233,0
116717,1
117388,5
23002,1
81610,7
66018,2
230685,8
210915,0
218782,6
231465,1
140186,7
217056,5
25085,2
35937,3
31596,5
122968,5
95069,8
226294,1
123208,5
37943,5
134045,0
224767,6
162589,7
32715,7
204432,5
42128,0
77793,3
181972,1
236726,7
11803,8
17933,4
93101,6
179336,4
156489,7
180908,3
216148,3
216929,1
242041,8
170541,6
115221,6
137458,1
5095,2
125404,4
151604,4
250810,2
241380,6
181849,1
176571,3
122435,5
206124,0
293378,6
241641,3
298548,1
113236,7
275134,8
176877,8
152221,6
121920,1
80841,2
131134,5
133143,4
285104,0
59310,4
31900,2
18105,0
280191,6
235661,5
106735,7
152879,3
92596,0
266402,4
203145,8
42720,6
245424,8
14577,5
243364,2
93350,6
114923,6
69678,6
49121,7
255639,0
123737,2
138488,5
149828,5
185795,4
155880,2
13845,5
246273,5
41495,0
87809,5
201884,0
171789,8
145113,2
39942,7
259893,5
284679,4
84678,3
155686,2
295051,7
179590,4
24712,2
72979,5
78896,1
187348,6
226826,5
125600,4
12760,1
233995,6
168409,2
24591,2
73099,5
229241,0
120342,3
144219,1
255826,6
168519,7
85887,8
298410,8
204329,5
248227,0
230558,8
260701,4
182232,1
49441,7
188333,8
48174,2
151373,4
238944,1
58817,4
280339,3
155163,5
93864,6
46177,1
16957,4
265190,5
94009,6
37450,1
88879,2
160589,1
293180,6
40940,4
254506,2
107027,7
74490,7
182484,1
18635,0
169594,0
23182,5
3870,5
186022,0
244448,0
210716,4
27904,6
284987,0
96303,1
271205,5
86180,1
114974,6
8838,0
146576,4
197423,6
158535,6
279556,4
436,3
168997,4
87,3
104365,1
93981,6
295847,6
98589,2
128537,8
183147,5
264609,8
45860,1
193149,0
234448,3
176894,8
183315,5
252485,6
170431,6
206589,6
273524,5
297471,4
7833,4
22702,1
35784,3
228677,4
66128,2
235021,1
277178,6
177064,8
261787,8
241837,3
98749,2
104058,8
255220,4
199088,1
41563,0
36620,8
282637,0
162630,7
209331,2
191744,7
165325,6
186304,0
200641,7
43342,3
273988,7
239637,5
25857,7
287591,6
99125,7
71590,8
200048,5
195976,2
229398,0
13345,1
157057,4
123471,2
199729,5
26488,4
180950,3
251732,4
12328,1
85115,3
115739,3
283230,3
204104,5
235155,1
56520,5
41466,0
236732,7
299465,4
107992,4
143961,1
198868,1
62311,3
99167,7
105899,5
250049,1
250268,5
104375,1
110144,3
260279,7
154912,5
62042,3
44677,8
38084,5
63244,8
4600,5
86601,1
29519,8
116950,5
216222,3
177612,1
32677,7
262254,5
209266,2
240205,7
78718,8
4270,5
121175,8
228041,7
31016,5
273706,2
292593,4
82853,0
221232,4
205692,4
156292,7
145742,7
167377,5
122536,5
258655,0
222470,8
48487,2
90103,7
18524,0
67697,4
256233,3
45782,1
63905,1
258896,6
89057,2
42004,0
107087,7
132434,7
135828,3
220775,7
7321,4
73373,5
181940,1
86011,8
146204,7
84977,3
21479,8
19145,6
22590,1
192892,0
204297,5
215279,0
86620,1
224593,0
299309,7
284203,2
158220,6
299619,4
135499,6
54483,8
23488,5
109311,6
49623,7
42390,6
1197,8
45552,1
272048,4
98551,2
147697,6
275578,1
277677,8
185306,4
283642,1
289721,4
284398,7
173363,2
117232,5
44128,8
19031,0
101071,0
24509,2
207742,8
92029,0
188157,3
46527,5
144885,5
71986,1
23064,1
35637,3
265396,5
213701,5
157586,0
231923,5
170345,6
284768,4
147276,0
198331,8
37579,1
149240,1
294550,5
157293,0
145610,2
247920,0
284945,0
136673,8
110242,3
274563,6
147344,0
56978,2
156718,4
67578,4
135879,3
185839,4
266181,7
249876,1
22758,1
52036,6
5793,7
132035,2
144726,5
80071,5
46856,5
218066,7
60984,6
269812,0
18045,0
50869,0
80956,2
234227,3
47735,2
10139,3
70524,3
243728,7
137919,5
143211,8
69398,0
11033,3
222194,3
104684,1
120637,8
214710,4
185452,4
247305,7
284719,4
94514,3
239590,5
260438,7
173928,2
199001,1
43132,3
28065,6
228317,7
169316,4
291158,1
256880,1
58879,4
214495,7
299141,2
282201,4
235709,5
253302,8
161406,5
106489,2
116215,8
234827,8
268395,5
225243,3
153135,8
142291,6
22862,1
293750,8
181984,1
185268,4
166902,1
45589,1
198245,3
181028,3
125969,0
57711,2
68061,4
155566,2
92785,0
80816,2
128781,8
11047,3
95741,8
153766,1
106730,7
113963,4
238397,8
133853,4
8601,0
36422,8
40090,7
87766,5
246348,5
17203,4
152045,0
268820,2
51373,0
25011,2
58017,7
79952,5
158098,6
53568,3
84803,3
109100,6
185840,4
45478,1
263977,3
230840,8
283036,3
123975,2
131390,2
66362,2
285698,8
167897,2
76294,0
78314,8
231277,1
125474,4
108772,0
273858,7
147081,0
46310,5
239692,2
7845,4
203790,1
145339,2
262558,5
96817,1
31506,5
50863,0
105689,5
99787,7
21927,8
155882,2
105005,1
213762,5
285112,0
65986,2
281592,2
150804,7
297352,7
80156,5
190295,5
178479,2
221038,4
60759,6
231283,1
248474,6
91173,4
196794,4
42906,6
251927,4
177013,8
98458,2
33218,4
293886,8
41843,0
150659,2
205860,0
121539,1
93527,6
241546,3
281905,7
184097,2
156691,4
45856,1
63736,1
229412,0
43072,3
170007,0
149063,1
94979,3
188947,1
280066,6
260886,0
196426,7
182738,5
171941,1
291213,1
282577,0
152367,6
233871,6
164235,0
103635,8
118982,0
60939,6
13779,5
228245,7
45620,1
219104,6
138835,2
99945,7
155755,2
223362,2
12209,1
101526,0
47039,5
78561,8
268342,5
208167,1
153324,8
287695,3
270056,6
127252,6
280738,8
266877,0
136941,8
259470,1
238410,8
177107,8
141192,0
13889,5
222659,1
217177,5
30476,1
139630,7
155793,2
11858,8
194588,8
175724,0
238300,3
163942,4
190914,2
234049,6
175736,0
8231,0
219384,3
123126,5
262876,7
175571,0
120614,8
52099,6
11869,8
12766,1
100679,4
20128,3
291798,5
53450,3
166496,8
71201,8
138588,5
241560,3
37366,1
41227,4
224637,0
127739,3
29462,8
19370,6
153423,8
158114,6
30805,1
187090,6
290645,3
67991,4
81627,7
258914,6
287785,3
179964,0
61454,6
155886,2
177646,1
140985,4
146165,7
236370,2
264147,3
150186,2
37182,1
186086,0
114472,0
3472,5
233693,0
171900,1
19997,6
12218,1
145729,7
43530,3
35988,3
85254,8
291443,5
267107,6
157118,4
49204,7
65684,2
178920,7
252096,0
205322,7
260836,0
91185,4
198253,3
254375,2
178990,7
82021,4
87910,5
293511,3
200132,2
92061,0
238249,3
100756,4
143691,1
281657,2
7299,4
31889,2
67732,4
39002,2
74203,2
18291,0
187016,6
144561,5
185620,4
15547,2
222443,8
148889,8
243441,2
130417,5
95610,8
284516,7
183960,2
136181,3
161646,5
215421,0
126626,0
148303,3
80902,2
188909,1
67978,4
248913,3
234992,1
19200,6
111768,5
99063,2
68298,4
151180,7
247861,0
180058,0
261136,6
12808,1
58662,7
118106,7
242469,1
30178,1
201364,4
230050,3
267275,6
287161,0
168424,2
11402,8
298516,1
160440,1
14804,2
111485,1
230968,1
169672,0
62862,8
260271,7
194015,3
128735,8
296725,5
54908,1
219022,6
277733,8
35677,3
28218,6
216783,1
13688,5
279549,4
124783,7
129627,1
269025,2
4947,2
140866,4
80377,5
278260,1
95565,8
236759,7
121273,1
43964,3
130859,5
194452,8
242522,1
32262,2
161394,5
245164,3
1974,8
74059,2
192311,4
88,3
116340,8
169412,4
202473,6
288398,1
270584,8
39511,2
219082,6
54288,8
299204,2
260065,2
150663,2
258913,6
206792,3
243354,2
215416,0
1053,3
68818,0
293477,3
167525,5
113991,4
233288,4
104520,1
44596,8
154816,5
5361,2
279280,7
176500,3
113070,7
212357,3
221114,4
243454,2
50305,4
279075,7
75510,4
271697,7
286596,2
51161,0
57150,2
285579,3
72851,5
218315,4
189451,1
48594,2
126747,6
221724,6
178694,2
202213,6
126380,0
158258,6
28318,6
286020,1
34605,0
28171,6
208577,5
78044,3
206211,0
285520,3
162102,2
215301,0
290881,8
166593,1
10767,3
71409,8
114639,0
120752,8
268338,1
145025,5
31334,5
184747,7
75763,4
106,3
145617,2
82956,0
262439,5
131080,5
57463,2
9163,6
154054,1
511,3
283454,8
36876,1
203575,1
28201,6
215114,0
158395,6
241947,8
210113,7
274019,7
147382,0
106373,2
214158,2
294760,2
28382,6
1430,8
56560,5
186193,0
229954,6
240852,0
267139,6
229793,6
59195,4
26130,4
31597,5
249710,1
242671,1
292411,7
185337,4
155624,2
3425,5
161892,2
4410,5
133848,4
275392,1
18838,0
120063,3
279159,7
112323,5
129821,1
275715,5
186507,0
252516,6
223661,7
77877,3
86240,1
31776,2
292394,7
113762,4
174544,4
63640,1
175922,6
78919,1
251057,2
132998,4
64563,5
1674,8
280653,8
152925,3
114858,0
273009,8
14618,5
228480,4
131369,2
145180,2
54000,8
1233,8
187797,3
77896,3
71170,8
112306,5
13903,5
95488,8
130195,5
77785,3
110037,3
99638,7
109297,6
17780,4
270118,6
16606,7
157341,0
251335,7
201477,4
6370,7
96929,1
119835,3
164601,0
273142,1
212913,1
237026,4
189137,1
223571,2
9709,6
79631,1
159693,8
250237,5
46751,5
240478,4
112368,5
66952,7
258853,6
195793,2
186977,6
266604,4
239521,5
291065,1
41010,4
240380,7
158590,3
219168,3
175579,0
247922,0
162919,7
25478,7
250167,5
46332,5
202550,6
294314,5
159531,8
290542,3
115952,3
149884,5
155693,2
284295,2
291572,5
175301,0
192518,4
249645,1
172794,5
167978,2
57647,2
257827,7
93317,6
280632,8
166076,8
275450,1
274696,6
72943,5
223565,2
208450,1
18579,0
102616,6
40843,4
126178,0
240769,0
156505,7
158483,6
3200,1
16422,7
108771,0
265349,5
187468,6
225014,3
267564,3
97420,5
17024,4
67567,4
294937,7
199296,1
209025,5
219444,3
138455,5
105885,5
28823,3
214042,2
105168,5
275554,1
97790,5
227499,2
67771,4
2351,1
242119,8
89517,2
181952,1
113009,2
142399,6
281664,2
176245,6
53612,3
229803,6
117983,7
162483,2
42777,6
31338,5
31261,5
191132,2
26331,4
214669,7
157340,0
145599,2
60141,0
26028,4
101782,0
26535,4
274779,3
21914,8
256042,3
254054,5
103003,3
75988,0
85522,8
224628,0
91533,4
172674,5
64004,1
33555,4
49626,7
59952,0
131762,2
60893,6
124869,7
12804,1
176511,3
255804,6
151951,0
108551,0
83789,6
93867,6
172160,1
258066,4
290279,6
261991,1
57192,2
252970,3
123241,5
36004,3
64704,5
49852,4
106895,7
136967,1
51282,0
23837,5
59742,0
27787,0
43284,3
291952,2
246095,1
285032,0
167057,1
227771,2
117301,5
257784,7
262685,2
253252,8
55409,1
223387,2
32932,7
226783,5
137712,1
282907,6
157163,4
35962,3
667,3
72029,1
217393,5
273288,1
175779,6
3799,5
64000,1
292618,4
104561,1
189718,5
123788,2
287970,8
232392,2
238578,8
110330,8
102386,6
188377,8
84350,3
114978,6
24600,2
275289,8
81542,7
219808,1
221250,4
226028,8
216122,3
37940,5
152012,0
287878,3
192686,0
155150,5
52508,6
148349,3
192049,4
292831,0
5538,2
217036,5
68736,0
42621,6
146693,4
25107,7
108622,0
195595,5
155956,7
14055,5
45208,1
75062,7
135647,3
171044,3
109043,6
8660,0
36071,8
280264,6
165181,6
123029,5
108639,0
224747,6
215187,0
47768,2
196515,4
22958,1
238519,8
182595,1
130573,5
120630,8
135506,6
67758,4
184995,7
119985,3
105903,5
116584,1
173309,2
212275,3
191977,4
33529,4
140804,4
100248,4
233924,6
284704,4
14262,5
168312,2
95103,8
221828,6
229139,0
150012,5
236496,7
18869,0
60391,0
5094,2
207577,8
120080,3
29668,8
2922,1
140144,7
242623,1
173530,2
33947,0
252158,0
279656,4
17656,4
24783,2
253416,8
195748,2
151349,4
82858,0
164095,4
220611,2
290428,3
289650,4
121055,8
51157,0
99436,7
21733,8
273520,5
203583,1
225505,3
122643,5
216863,1
34853,6
266674,0
47389,5
57142,2
227984,7
257272,5
179308,4
107805,4
288518,1
152818,3
269966,6
97935,5
63020,8
257122,5
186888,6
33825,4
271467,2
253109,3
192140,4
213941,2
161476,5
183025,5
259499,1
45450,1
104904,1
189907,5
44711,8
15943,7
24397,2
75167,4
213767,5
256178,3
7875,4
122361,5
224095,4
297595,4
72489,1
276746,0
293823,8
271118,5
256311,8
40581,4
252805,6
12581,1
63473,1
221005,4
60830,6
263871,6
280207,6
85252,8
121264,1
262419,5
70853,3
158826,3
46858,5
99834,7
224444,0
114950,6
38356,5
117144,5
103669,8
197892,3
110178,3
70417,3
40601,4
105491,5
172723,5
247238,7
230978,1
216268,8
88480,5
137594,1
201074,7
66209,2
149624,5
120086,3
126378,0
153545,8
196083,7
93661,6
121214,1
180742,3
172174,1
151463,4
273278,1
875,3
230046,3
292117,2
278131,1
141209,0
211347,0
111521,1
148970,8
201749,0
218208,4
60723,6
251370,7
19290,6
223028,5
219533,8
266021,7
188352,8
208845,5
122036,1
139225,2
234809,8
152989,3
32106,2
235848,5
139353,2
170076,0
143337,8
139983,7
67861,4
70046,6
94935,3
207399,8
118329,7
20035,6
183442,5
235724,5
61927,3
161592,5
132786,7
101430,0
13633,5
260782,0
121333,1
118649,4
269461,4
75374,4
107040,7
131427,2
178188,5
45035,1
50242,4
222486,8
140296,4
183841,2
40521,7
10141,3
204501,5
49859,4
282898,6
66204,2
213460,5
147187,0
108617,0
38659,5
41065,4
268695,5
50441,4
96684,1
239810,2
239893,2
14520,5
165907,3
270454,3
55433,1
125869,0
169035,4
178543,2
253979,5
167612,5
63454,1
207441,8
257296,5
84958,3
11051,3
859,3
233609,0
164524,0
17632,4
21344,8
274782,3
203092,8
118855,0
250501,5
125063,4
211082,0
173374,2
93900,6
234825,8
16745,7
272877,8
160696,1
250184,5
139727,7
17652,4
48464,2
64351,1
103517,8
274450,0
278647,5
286484,2
256124,3
21477,8
21295,8
89316,2
128433,8
40380,7
145532,2
87358,1
24549,2
235400,1
222087,3
218855,6
3454,5
222723,1
27105,0
208367,1
126213,0
297424,4
247327,7
140392,4
171762,8
101443,0
52479,6
173599,2
214811,4
168827,7
214814,4
130496,5
162871,7
152058,0
213333,5
97970,5
102134,6
247231,7
138536,5
250045,1
198977,1
150905,7
138940,2
241425,6
49140,7
28385,6
270849,1
40517,7
108239,0
70600,3
259359,8
150373,2
280168,6
54963,1
58237,7
61917,3
262515,5
180662,3
199629,5
282521,0
19513,6
251580,4
264467,8
202729,3
57510,2
242870,5
54120,8
134437,0
23766,5
218340,4
267329,6
275743,5
101232,0
19839,6
142257,6
216760,1
208787,5
254061,5
136014,3
226893,5
91225,4
242468,1
124474,7
81202,2
11082,3
88889,2
203130,8
296640,1
181386,8
85706,8
177521,1
98771,2
109990,3
289652,4
117319,5
217688,2
134705,0
295360,4
10912,3
149241,1
217355,5
151727,0
290896,8
196886,4
273571,5
192420,4
239834,2
162683,7
51487,0
241308,6
149854,5
62249,3
200674,7
67810,4
7018,4
242877,5
284908,0
177224,1
279515,4
236908,4
188212,8
230133,3
98627,2
298277,8
271861,4
32578,7
207289,3
27636,0
200018,5
34271,0
265085,1
243326,2
190369,5
196246,7
83234,0
159699,8
40098,7
190038,5
238373,3
260740,4
4665,2
256934,1
82385,4
210222,7
126933,6
144273,1
264787,1
281752,2
37750,1
170238,6
273617,5
277320,3
19457,6
173744,2
98610,2
54900,1
255242,4
289609,4
281555,2
48197,2
232877,4
273323,1
117698,2
115692,3
70950,3
103959,8
286418,2
270370,3
116290,8
16938,4
271947,4
216742,1
85741,8
196917,0
95060,8
100803,4
270032,6
24859,2
147063,0
285562,3
276748,0
187478,6
189084,1
54637,8
74320,2
152980,3
218649,0
104367,1
191314,7
7584,4
235762,5
193834,6
204518,5
226740,5
15967,7
291766,5
42781,6
174645,4
284139,2
125458,4
185111,7
253192,8
233061,4
13457,5
258931,6
189022,1
87812,5
218941,6
44389,8
101082,0
258842,6
55266,1
17389,4
20665,3
185080,7
262027,1
268712,5
215488,0
243545,7
295837,6
212427,8
25140,7
133531,4
164876,0
215264,0
189867,5
285327,6
150622,2
228049,7
223429,2
163921,4
145499,2
17911,4
156934,4
242972,5
297051,2
228303,7
199928,5
148661,8
204861,2
191930,4
209448,2
183460,5
141319,0
286520,2
148954,8
93825,6
202716,3
34930,6
283797,5
20785,3
45455,1
87665,5
265575,5
134621,0
101746,0
156998,4
208242,1
30462,1
234349,3
60473,0
248834,3
30018,8
234232,3
30555,1
25686,7
220304,5
3050,1
10902,3
107708,4
225007,3
214704,4
204983,7
77003,6
271151,5
295628,0
171041,3
21948,8
162756,7
28043,6
221731,6
211730,6
251911,4
139492,2
272071,4
251680,4
29667,8
210412,4
46354,5
147137,0
299296,7
276112,2
162638,7
94070,3
44172,8
157987,6
391,3
198309,8
160955,5
214737,4
61370,6
200432,2
47186,5
221298,0
169815,0
13664,5
29142,3
258398,0
176370,3
172724,5
121662,1
24799,2
237584,0
211215,0
218708,0
47848,2
201179,4
111780,5
140329,4
263714,6
210141,7
296953,5
73161,5
288257,1
50099,4
177219,1
121215,1
182323,1
108008,4
204545,5
223454,2
97618,5
279954,0
158257,6
261267,6
85084,3
150281,2
125148,4
126021,0
211483,6
127651,3
129983,1
243908,4
145010,5
169499,4
97416,5
249362,8
32490,7
20017,6
110548,8
200586,7
112582,2
39600,2
207553,8
70784,3
71659,8
25116,7
297468,4
293915,8
138214,5
103888,8
259633,1
57561,2
135484,6
234010,6
94781,3
61819,3
190345,5
37217,1
242388,1
162312,2
165195,6
127320,6
292257,7
238125,3
55704,1
178858,7
264572,8
80866,2
31243,5
181969,1
281956,7
146014,7
61512,6
205333,7
175788,6
40684,4
235395,1
59349,4
270540,8
102668,6
1421,8
10057,3
151650,4
246012,1
257212,5
233998,6
41664,0
38942,2
201403,4
288608,5
191697,7
248976,3
163757,4
226899,5
238593,8
217264,5
1052,3
161495,5
280912,1
259924,5
145647,2
261534,3
109675,3
82141,4
194634,1
265247,5
135348,6
152024,0
19821,6
134313,0
244136,4
256666,1
204173,5
254911,7
289967,0
219147,3
148244,3
101918,6
90142,7
242257,1
128092,3
67544,4
165580,3
132459,7
119962,3
193119,0
243915,4
282621,0
137932,5
231590,5
93388,6
130298,5
34529,0
123276,2
53938,8
28083,6
94688,3
272097,4
280568,8
82113,4
280889,1
50052,4
206632,6
8140,0
11283,8
167303,5
113357,7
106716,2
128610,8
222588,1
87293,1
210540,4
251321,7
134727,0
189426,1
194447,8
132806,7
12144,1
223286,5
26043,4
112529,2
138792,2
201289,4
299766,0
123783,2
89313,2
97538,5
68074,4
208027,1
41282,4
269858,0
48891,7
202230,6
30951,5
213302,1
186426,0
235668,5
21837,8
91764,4
30077,1
29618,8
184855,7
253751,1
153615,8
179330,4
248297,6
290969,8
175889,6
240606,4
15025,2
283452,8
1110,8
110115,3
76493,0
5579,2
23682,5
13835,5
137920,5
191158,2
56628,5
215133,0
80490,5
213675,5
26604,4
196102,7
274312,0
125716,4
195433,5
78714,8
226142,1
101814,0
220394,5
170942,3
7486,4
80160,5
59212,4
126533,0
156921,4
170153,6
44902,8
161211,5
262785,2
224652,6
155298,2
265963,7
30502,1
290691,3
246117,1
226397,1
199493,5
193849,3
227464,2
127714,3
194140,3
163310,7
114228,4
91691,4
189745,5
240856,0
105801,5
8598,0
109983,3
269107,7
95724,8
174112,7
257425,2
97835,5
211674,6
70568,3
125249,4
27240,0
37048,1
97246,5
22786,1
192685,0
176041,6
169747,0
227085,5
220835,7
254903,7
5090,2
104102,8
258793,6
223846,7
7122,4
268714,2
206031,0
283719,1
214755,4
183318,5
273181,1
201993,0
197194,0
243821,7
109112,6
127158,6
77326,3
135003,6
139991,7
292786,4
39716,7
148254,3
117638,2
242945,5
179737,0
53818,8
264706,8
2888,1
105620,5
174787,4
156441,7
5398,2
11193,8
173737,2
271748,7
2384,1
216294,8
166065,8
108594,0
193932,3
214100,2
44181,8
295113,7
12668,1
95861,1
294749,2
253813,1
82898,0
281871,7
218863,6
43900,3
44245,8
215713,6
115609,3
146191,7
236052,2
55365,1
33193,4
117293,5
29158,3
113724,4
107521,4
88787,2
192776,0
20790,3
50929,0
270684,8
220957,7
88055,5
139,3
80937,2
295234,4
119959,3
83423,6
88520,5
243745,7
165118,6
265834,2
252390,0
256494,8
62179,3
122700,5
293539,3
271911,4
185447,4
286566,2
77549,3
295512,0
55345,1
207863,1
275712,5
278641,5
105513,5
107506,4
136963,1
207131,3
70866,3
104119,8
50467,4
125676,4
77157,6
211448,6
183078,5
8606,0
249230,8
78770,8
253749,1
199609,5
216964,1
152526,6
125403,4
259835,5
238513,8
177006,8
110514,8
32122,2
119869,3
172428,1
232793,7
120033,3
78703,8
280891,1
208666,5
284345,7
232641,7
37274,1
51753,0
216496,8
204878,2
132766,7
244764,6
278247,1
199774,5
249687,1
40067,7
160611,1
283565,1
107884,4
215251,0
39941,7
45336,1
168277,2
124256,7
99095,7
49937,4
47087,5
175273,0
164913,6
71886,1
56810,5
187177,6
198205,3
129234,1
46729,5
234681,8
4779,2
217781,7
277494,3
264061,3
7614,4
190307,5
52417,6
133428,4
160188,1
87970,5
190760,2
289136,2
17070,4
201721,0
100279,4
184865,7
140235,7
151678,4
195611,2
265970,7
257246,5
248079,0
1914,8
57750,2
176200,6
222433,8
135523,6
295367,4
108408,0
206338,6
283687,1
227078,5
8139,0
264087,3
111766,5
274706,6
99535,7
100668,4
164742,0
142420,6
217928,7
39028,2
282435,0
11546,8
23089,1
253213,8
296112,3
210219,7
93305,6
235624,5
32608,7
185613,4
220325,5
95722,8
58756,7
217784,7
246739,2
142722,3
78276,8
281013,1
221191,4
150173,5
62867,8
19599,6
6299,7
150369,2
296075,3
116291,8
209099,5
53289,3
155729,2
96727,1
92366,0
32395,2
105416,5
84095,3
245158,3
77476,3
202730,3
147477,0
274209,4
147480,0
281940,7
274355,0
146338,4
294222,1
241714,3
98976,2
20647,3
130303,5
61604,3
174822,4
13207,1
191675,7
10030,3
156969,4
179195,4
194169,3
81666,7
26314,4
289395,7
141761,6
267152,6
208101,1
283594,1
47163,5
797,3
31015,5
213304,1
150941,7
172603,5
254602,2
293771,8
269491,4
259650,1
55436,1
88967,2
1340,8
173490,2
3860,5
279618,4
229588,6
286138,5
79192,1
133927,0
292494,4
249597,1
15602,2
69012,0
44943,8
157786,0
222562,8
258284,4
51679,0
270017,6
77486,3
62305,3
85492,8
216136,3
213581,5
186043,0
150443,2
15450,2
148802,8
38350,5
100903,4
131958,2
205113,7
162791,7
36697,8
6302,7
207268,3
206681,3
101097,0
7909,0
60607,0
129477,1
12006,8
252431,6
210153,7
17707,4
120044,3
94181,3
241465,6
229967,6
217538,2
48177,2
41484,0
199555,5
218452,0
171669,8
275852,5
169513,4
62346,3
45173,1
3896,5
77767,3
110928,1
97832,5
204880,2
184341,2
49012,7
120510,8
132960,7
133179,4
291465,5
104286,1
117690,2
240025,7
195843,2
178412,2
37647,1
87959,5
234317,3
83347,0
61020,6
94412,3
121537,1
45392,1
96808,1
19442,6
195861,2
59375,4
199209,1
250265,5
158196,6
24072,5
249260,8
247443,7
85746,8
130667,5
29839,8
58924,4
187373,6
267272,6
10487,3
128517,8
51201,0
135733,3
113665,4
226885,5
171723,8
277478,3
288458,1
200783,7
79491,1
294487,5
3873,5
295135,4
236030,2
167402,5
254558,2
238262,3
188449,8
268409,5
294637,2
264658,8
76387,0
229040,0
122479,5
10994,3
205884,0
69071,0
233606,0
202490,6
267761,8
89195,2
217372,5
278493,5
291135,1
264948,1
274987,3
161368,5
81346,7
224360,0
83520,6
188558,8
297444,4
239524,5
169213,4
83846,6
1648,8
156348,7
204951,7
187724,3
13706,5
181148,8
12743,1
27359,0
115456,6
81409,7
212581,8
288664,5
57617,2
208048,1
232367,2
53235,3
14285,5
122875,5
151991,0
78273,8
261561,3
81486,7
241945,8
45403,1
21369,8
164741,0
91302,4
69416,6
75036,7
161675,5
86697,1
33369,4
117557,2
5027,2
285027,0
295640,0
169026,4
270081,6
231308,1
3565,5
227605,2
144819,5
139165,2
226383,1
299536,4
295415,0
5526,2
194606,1
151438,4
115257,6
64616,5
263726,6
227874,7
195020,1
78461,8
241434,6
280704,8
279962,0
51759,0
162290,2
152674,3
232464,7
182563,1
190997,2
99369,7
290480,3
80678,2
40174,7
259664,5
40974,4
184503,7
199015,1
27531,0
250331,5
50355,4
272593,6
45324,1
240136,7
16125,7
161642,5
293769,8
258042,4
37471,1
174374,7
261729,8
193711,6
211772,6
124732,7
177494,1
170576,6
125471,4
117297,5
183633,2
170664,6
234006,6
200861,7
109115,6
222765,1
59146,4
89035,2
84609,3
57237,2
240400,4
112533,2
176794,8
87726,5
45294,1
187335,6
287887,3
178088,5
204654,2
91189,4
189293,1
4565,5
127551,3
37390,1
248777,3
69336,0
160019,1
83691,6
44216,8
120740,8
277416,3
267192,6
185796,4
292002,2
116243,8
156394,7
178055,5
272,3
176640,3
141508,0
294102,1
1183,8
257394,2
112890,2
6254,7
236969,4
261821,8
180503,3
30319,1
74375,7
180799,3
154341,1
271220,5
9923,6
101289,0
156508,7
194819,1
279223,7
114543,0
24196,5
208310,1
179725,0
213392,5
296016,3
115988,3
266809,0
265708,2
200954,7
91275,4
228313,7
60383,0
132170,7
192052,4
134085,0
259439,1
60550,0
136308,8
43646,3
11518,8
298371,8
105244,5
179868,0
235941,5
60850,6
17308,4
152745,3
249586,1
253792,1
150983,7
61806,3
119542,6
254274,5
251620,4
105424,5
288085,8
776,3
164890,0
235903,5
137145,1
224550,0
29296,3
236256,2
265473,5
86982,1
260364,7
277275,3
272491,6
295590,0
60249,0
149869,5
228059,7
266025,7
297649,0
56239,5
85967,8
9322,6
50638,4
49525,7
71418,8
104593,1
181777,1
9489,6
143983,1
160137,1
250364,5
59387,4
196840,4
67398,7
920,3
277644,8
140900,4
153700,1
183778,2
289110,2
46147,1
271021,1
105681,5
159121,3
173132,5
125723,4
80218,5
264306,3
233515,0
186395,0
147665,6
179070,7
294567,5
220134,5
169877,0
256931,1
260968,0
194845,1
81771,7
60183,0
36716,8
296711,5
16610,7
283557,1
198380,8
211512,6
140524,4
172400,1
38517,5
14973,2
262762,2
181369,8
193040,0
161529,5
179832,0
251322,7
7865,4
33140,7
118978,0
189043,1
171348,8
231047,1
178495,2
153284,8
53723,3
62392,3
123080,5
263822,6
18914,0
3335,1
53038,3
275951,2
45741,1
274941,3
19865,6
138171,5
289958,0
181958,1
296647,1
117980,7
46619,5
155957,7
279175,7
58127,7
86756,1
236667,7
147260,0
39671,2
56610,5
237392,0
264143,3
18303,0
70366,3
151815,0
55615,1
160541,1
166029,3
296000,3
199278,1
73449,5
46565,5
221902,3
253290,8
84629,3
141765,6
165738,3
14904,2
74456,7
14744,2
28863,3
2088,1
203446,8
286878,7
212703,8
69511,6
251348,7
145523,2
